text	curie	name	predicate	provenance	source
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	msigdb:M1021	REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	rdfs:label		msigdb
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	msigdb:M10211	GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	rdfs:label		msigdb
GOBP_RIBOSOME_BIOGENESIS	msigdb:M10214	GOBP_RIBOSOME_BIOGENESIS	rdfs:label		msigdb
GOBP_RESPONSE_TO_NITROGEN_COMPOUND	msigdb:M10215	GOBP_RESPONSE_TO_NITROGEN_COMPOUND	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	msigdb:M10216	GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	rdfs:label		msigdb
GOBP_REGULATION_OF_DNA_RECOMBINATION	msigdb:M10217	GOBP_REGULATION_OF_DNA_RECOMBINATION	rdfs:label		msigdb
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	msigdb:M10218	GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	rdfs:label		msigdb
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	msigdb:M1022	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	rdfs:label		msigdb
AP1_01	msigdb:M10220	AP1_01	rdfs:label		msigdb
GOBP_RESPONSE_TO_ETHANOL	msigdb:M10221	GOBP_RESPONSE_TO_ETHANOL	rdfs:label		msigdb
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	msigdb:M10224	GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	msigdb:M10225	GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	rdfs:label		msigdb
chr3q24	msigdb:M10226	chr3q24	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION	msigdb:M10227	GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	msigdb:M10229	GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	msigdb:M10230	GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	msigdb:M10232	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	rdfs:label		msigdb
BORCZUK_MALIGNANT_MESOTHELIOMA_UP	msigdb:M10236	BORCZUK_MALIGNANT_MESOTHELIOMA_UP	rdfs:label	pubmed:16862182	msigdb
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP	msigdb:M10237	RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP	rdfs:label	pubmed:17406368	msigdb
GOBP_GLUTAMATE_SECRETION	msigdb:M10238	GOBP_GLUTAMATE_SECRETION	rdfs:label		msigdb
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	msigdb:M1024	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	msigdb:M10240	GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	rdfs:label		msigdb
GNF2_MSH2	msigdb:M10242	GNF2_MSH2	rdfs:label		msigdb
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	msigdb:M10243	FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	rdfs:label	pubmed:15307835	msigdb
GOBP_REGULATION_OF_VASCULOGENESIS	msigdb:M10244	GOBP_REGULATION_OF_VASCULOGENESIS	rdfs:label		msigdb
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_UP	msigdb:M10245	LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_UP	rdfs:label	pubmed:17220891	msigdb
GOBP_LENS_FIBER_CELL_DIFFERENTIATION	msigdb:M10247	GOBP_LENS_FIBER_CELL_DIFFERENTIATION	rdfs:label		msigdb
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT	msigdb:M10249	GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT	rdfs:label		msigdb
GOBP_FATTY_ACID_CATABOLIC_PROCESS	msigdb:M10250	GOBP_FATTY_ACID_CATABOLIC_PROCESS	rdfs:label		msigdb
GOBP_REGULATION_OF_VESICLE_FUSION	msigdb:M10251	GOBP_REGULATION_OF_VESICLE_FUSION	rdfs:label		msigdb
GOBP_REGULATION_OF_LIPID_STORAGE	msigdb:M10255	GOBP_REGULATION_OF_LIPID_STORAGE	rdfs:label		msigdb
GOBP_CARBOHYDRATE_TRANSPORT	msigdb:M10256	GOBP_CARBOHYDRATE_TRANSPORT	rdfs:label		msigdb
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	msigdb:M10257	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	rdfs:label		msigdb
GOBP_EMBRYONIC_HEMOPOIESIS	msigdb:M10258	GOBP_EMBRYONIC_HEMOPOIESIS	rdfs:label		msigdb
GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	msigdb:M10259	GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	rdfs:label		msigdb
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	msigdb:M10260	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	rdfs:label		msigdb
AAGCAAT_MIR137	msigdb:M10261	AAGCAAT_MIR137	rdfs:label		msigdb
GOBP_RESPONSE_TO_IONIZING_RADIATION	msigdb:M10262	GOBP_RESPONSE_TO_IONIZING_RADIATION	rdfs:label		msigdb
LOPEZ_MESOTHELIOMA_SURVIVAL_DN	msigdb:M10263	LOPEZ_MESOTHELIOMA_SURVIVAL_DN	rdfs:label	pubmed:16540645	msigdb
MODULE_516	msigdb:M10264	MODULE_516	rdfs:label		msigdb
GOBP_EPITHELIUM_DEVELOPMENT	msigdb:M10268	GOBP_EPITHELIUM_DEVELOPMENT	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	msigdb:M10269	GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	rdfs:label		msigdb
chr2p25	msigdb:M1027	chr2p25	rdfs:label		msigdb
GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	msigdb:M10271	GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	rdfs:label		msigdb
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	msigdb:M10272	REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	rdfs:label		msigdb
GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	msigdb:M10273	GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	rdfs:label		msigdb
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY	msigdb:M10274	GOBP_NUCLEAR_MEMBRANE_REASSEMBLY	rdfs:label		msigdb
LEE_NEURAL_CREST_STEM_CELL_DN	msigdb:M10276	LEE_NEURAL_CREST_STEM_CELL_DN	rdfs:label	pubmed:18037878	msigdb
MULLIGHAN_NPM1_SIGNATURE_3_UP	msigdb:M10277	MULLIGHAN_NPM1_SIGNATURE_3_UP	rdfs:label	pubmed:17597811	msigdb
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	msigdb:M10278	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	rdfs:label		msigdb
HORIUCHI_WTAP_TARGETS_DN	msigdb:M10279	HORIUCHI_WTAP_TARGETS_DN	rdfs:label	pubmed:17088532	msigdb
GOBP_REGULATION_OF_AUTOPHAGY	msigdb:M10281	GOBP_REGULATION_OF_AUTOPHAGY	rdfs:label		msigdb
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	msigdb:M10283	GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	rdfs:label		msigdb
GOMF_ENDONUCLEASE_ACTIVITY	msigdb:M10284	GOMF_ENDONUCLEASE_ACTIVITY	rdfs:label		msigdb
GOBP_AMMONIUM_ION_METABOLIC_PROCESS	msigdb:M10285	GOBP_AMMONIUM_ION_METABOLIC_PROCESS	rdfs:label		msigdb
BIOCARTA_FMLP_PATHWAY	msigdb:M10287	BIOCARTA_FMLP_PATHWAY	rdfs:label		msigdb
YAATNRNNNYNATT_UNKNOWN	msigdb:M10288	YAATNRNNNYNATT_UNKNOWN	rdfs:label	pubmed:15735639	msigdb
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	msigdb:M1029	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	rdfs:label		msigdb
KOBAYASHI_EGFR_SIGNALING_24HR_UP	msigdb:M10290	KOBAYASHI_EGFR_SIGNALING_24HR_UP	rdfs:label	pubmed:17145885	msigdb
ACTACCT_MIR196A_MIR196B	msigdb:M10291	ACTACCT_MIR196A_MIR196B	rdfs:label		msigdb
HONMA_DOCETAXEL_RESISTANCE	msigdb:M10292	HONMA_DOCETAXEL_RESISTANCE	rdfs:label	pubmed:18724378	msigdb
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION	msigdb:M10293	GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION	rdfs:label		msigdb
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	msigdb:M10294	REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	rdfs:label		msigdb
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	msigdb:M10295	GOBP_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	rdfs:label		msigdb
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	msigdb:M10299	GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	rdfs:label		msigdb
PID_S1P_S1P1_PATHWAY	msigdb:M103	PID_S1P_S1P1_PATHWAY	rdfs:label	pubmed:18832364	msigdb
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	msigdb:M1030	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	rdfs:label		msigdb
GOBP_REGULATION_OF_CELL_MATURATION	msigdb:M10300	GOBP_REGULATION_OF_CELL_MATURATION	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	msigdb:M10301	GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	rdfs:label		msigdb
GOBP_MAMMARY_GLAND_MORPHOGENESIS	msigdb:M10302	GOBP_MAMMARY_GLAND_MORPHOGENESIS	rdfs:label		msigdb
GOBP_URETER_DEVELOPMENT	msigdb:M10305	GOBP_URETER_DEVELOPMENT	rdfs:label		msigdb
GOMF_RNA_NUCLEASE_ACTIVITY	msigdb:M10307	GOMF_RNA_NUCLEASE_ACTIVITY	rdfs:label		msigdb
GOBP_BODY_MORPHOGENESIS	msigdb:M10308	GOBP_BODY_MORPHOGENESIS	rdfs:label		msigdb
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION	msigdb:M10309	GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION	rdfs:label		msigdb
FREAC2_01	msigdb:M1031	FREAC2_01	rdfs:label		msigdb
GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE	msigdb:M10312	GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE	rdfs:label		msigdb
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION	msigdb:M10313	GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	msigdb:M10314	GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	rdfs:label		msigdb
GOBP_PROTEIN_ACTIVATION_CASCADE	msigdb:M10315	GOBP_PROTEIN_ACTIVATION_CASCADE	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	msigdb:M10317	GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	rdfs:label		msigdb
TAATAAT_MIR126	msigdb:M10318	TAATAAT_MIR126	rdfs:label		msigdb
REACTOME_BIOLOGICAL_OXIDATIONS	msigdb:M10320	REACTOME_BIOLOGICAL_OXIDATIONS	rdfs:label		msigdb
GOBP_REGULATION_OF_COLLATERAL_SPROUTING	msigdb:M10321	GOBP_REGULATION_OF_COLLATERAL_SPROUTING	rdfs:label		msigdb
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	msigdb:M10322	REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	rdfs:label		msigdb
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY	msigdb:M10325	GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY	rdfs:label		msigdb
GOBP_NEURON_RECOGNITION	msigdb:M10326	GOBP_NEURON_RECOGNITION	rdfs:label		msigdb
MODULE_451	msigdb:M10327	MODULE_451	rdfs:label		msigdb
MORF_FLT1	msigdb:M10328	MORF_FLT1	rdfs:label		msigdb
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	msigdb:M10329	GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	rdfs:label		msigdb
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10	msigdb:M1033	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10	rdfs:label	pubmed:12554760	msigdb
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FGF3	msigdb:M10331	BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FGF3	rdfs:label	pubmed:15711547	msigdb
MODY_HIPPOCAMPUS_POSTNATAL	msigdb:M10332	MODY_HIPPOCAMPUS_POSTNATAL	rdfs:label	pubmed:11438693	msigdb
WANG_CLIM2_TARGETS_UP	msigdb:M10334	WANG_CLIM2_TARGETS_UP	rdfs:label	pubmed:17452977	msigdb
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	msigdb:M10336	OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	rdfs:label	pubmed:15940270	msigdb
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS	msigdb:M10339	GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS	rdfs:label		msigdb
CAR_TNFRSF25	msigdb:M10340	CAR_TNFRSF25	rdfs:label		msigdb
GOBP_PINOCYTOSIS	msigdb:M10341	GOBP_PINOCYTOSIS	rdfs:label		msigdb
GOMF_G_PROTEIN_COUPLED_SEROTONIN_RECEPTOR_ACTIVITY	msigdb:M10342	GOMF_G_PROTEIN_COUPLED_SEROTONIN_RECEPTOR_ACTIVITY	rdfs:label		msigdb
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	msigdb:M10343	GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	rdfs:label		msigdb
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	msigdb:M10345	GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	rdfs:label		msigdb
GOBP_LUNG_EPITHELIUM_DEVELOPMENT	msigdb:M10346	GOBP_LUNG_EPITHELIUM_DEVELOPMENT	rdfs:label		msigdb
GOBP_METENCEPHALON_DEVELOPMENT	msigdb:M10347	GOBP_METENCEPHALON_DEVELOPMENT	rdfs:label		msigdb
GOBP_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY	msigdb:M10348	GOBP_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY	rdfs:label		msigdb
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	msigdb:M10349	GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	rdfs:label		msigdb
MODULE_328	msigdb:M10350	MODULE_328	rdfs:label		msigdb
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	msigdb:M10351	BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	rdfs:label	pubmed:17952126	msigdb
GOBP_CELLULAR_RESPONSE_TO_VIRUS	msigdb:M10352	GOBP_CELLULAR_RESPONSE_TO_VIRUS	rdfs:label		msigdb
GOBP_P_BODY_ASSEMBLY	msigdb:M10353	GOBP_P_BODY_ASSEMBLY	rdfs:label		msigdb
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	msigdb:M10354	GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	rdfs:label		msigdb
JI_RESPONSE_TO_FSH_UP	msigdb:M10355	JI_RESPONSE_TO_FSH_UP	rdfs:label	pubmed:15386376	msigdb
GOBP_AMINO_ACID_ACTIVATION	msigdb:M10357	GOBP_AMINO_ACID_ACTIVATION	rdfs:label		msigdb
GOBP_DENDRITIC_CELL_DIFFERENTIATION	msigdb:M10358	GOBP_DENDRITIC_CELL_DIFFERENTIATION	rdfs:label		msigdb
GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION	msigdb:M10359	GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION	rdfs:label		msigdb
REACTOME_INNATE_IMMUNE_SYSTEM	msigdb:M1036	REACTOME_INNATE_IMMUNE_SYSTEM	rdfs:label		msigdb
GOBP_BONE_TRABECULA_MORPHOGENESIS	msigdb:M10360	GOBP_BONE_TRABECULA_MORPHOGENESIS	rdfs:label		msigdb
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	msigdb:M10361	GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	rdfs:label		msigdb
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	msigdb:M10362	GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	msigdb:M10363	GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	rdfs:label		msigdb
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	msigdb:M10364	GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	rdfs:label		msigdb
GOBP_MUSCLE_TISSUE_DEVELOPMENT	msigdb:M10365	GOBP_MUSCLE_TISSUE_DEVELOPMENT	rdfs:label		msigdb
GOBP_ACID_SECRETION	msigdb:M10367	GOBP_ACID_SECRETION	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	msigdb:M10368	GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	rdfs:label		msigdb
GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	msigdb:M10369	GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	rdfs:label		msigdb
KANG_DOXORUBICIN_RESISTANCE_UP	msigdb:M1037	KANG_DOXORUBICIN_RESISTANCE_UP	rdfs:label	pubmed:14734480	msigdb
GOBP_REGULATION_OF_PROTEIN_BINDING	msigdb:M10370	GOBP_REGULATION_OF_PROTEIN_BINDING	rdfs:label		msigdb
BENPORATH_ES_WITH_H3K27ME3	msigdb:M10371	BENPORATH_ES_WITH_H3K27ME3	rdfs:label	pubmed:18443585	msigdb
CHIBA_RESPONSE_TO_TSA_UP	msigdb:M10372	CHIBA_RESPONSE_TO_TSA_UP	rdfs:label	pubmed:15452378	msigdb
GOBP_CARDIAC_SEPTUM_DEVELOPMENT	msigdb:M10373	GOBP_CARDIAC_SEPTUM_DEVELOPMENT	rdfs:label		msigdb
GOBP_REGULATION_OF_ICOSANOID_SECRETION	msigdb:M10374	GOBP_REGULATION_OF_ICOSANOID_SECRETION	rdfs:label		msigdb
MOOTHA_GLYCOGEN_METABOLISM	msigdb:M10376	MOOTHA_GLYCOGEN_METABOLISM	rdfs:label	pubmed:12808457	msigdb
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	msigdb:M10378	GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	rdfs:label		msigdb
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	msigdb:M10380	GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	rdfs:label		msigdb
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	msigdb:M10381	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	rdfs:label	pubmed:16607279	msigdb
IIZUKA_LIVER_CANCER_EARLY_RECURRENCE	msigdb:M10382	IIZUKA_LIVER_CANCER_EARLY_RECURRENCE	rdfs:label	pubmed:12648972	msigdb
GOBP_EPIDERMIS_MORPHOGENESIS	msigdb:M10383	GOBP_EPIDERMIS_MORPHOGENESIS	rdfs:label		msigdb
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS	msigdb:M10384	GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS	rdfs:label		msigdb
GOBP_COGNITION	msigdb:M10386	GOBP_COGNITION	rdfs:label		msigdb
GNF2_MSN	msigdb:M10388	GNF2_MSN	rdfs:label		msigdb
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	msigdb:M10389	FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	rdfs:label	pubmed:15817677	msigdb
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	msigdb:M1039	REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	rdfs:label		msigdb
GOBP_RESPONSE_TO_ZINC_ION	msigdb:M10390	GOBP_RESPONSE_TO_ZINC_ION	rdfs:label		msigdb
GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	msigdb:M10391	GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	rdfs:label		msigdb
FARMER_BREAST_CANCER_CLUSTER_7	msigdb:M10394	FARMER_BREAST_CANCER_CLUSTER_7	rdfs:label	pubmed:15897907	msigdb
GOBP_AXIS_SPECIFICATION	msigdb:M10396	GOBP_AXIS_SPECIFICATION	rdfs:label		msigdb
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	msigdb:M10397	GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	rdfs:label		msigdb
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	msigdb:M104	SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	rdfs:label	pubmed:11786909	msigdb
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	msigdb:M1040	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	rdfs:label		msigdb
GOBP_PIGMENT_GRANULE_LOCALIZATION	msigdb:M10400	GOBP_PIGMENT_GRANULE_LOCALIZATION	rdfs:label		msigdb
BIOCARTA_TEL_PATHWAY	msigdb:M10401	BIOCARTA_TEL_PATHWAY	rdfs:label		msigdb
GGTGTGT_MIR329	msigdb:M10403	GGTGTGT_MIR329	rdfs:label		msigdb
MORF_MBD4	msigdb:M10404	MORF_MBD4	rdfs:label		msigdb
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	msigdb:M10406	GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	rdfs:label		msigdb
GOBP_AXO_DENDRITIC_TRANSPORT	msigdb:M10408	GOBP_AXO_DENDRITIC_TRANSPORT	rdfs:label		msigdb
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	msigdb:M1041	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	rdfs:label		msigdb
MYOGENIN_Q6	msigdb:M10411	MYOGENIN_Q6	rdfs:label		msigdb
ZHAN_MULTIPLE_MYELOMA_PR_DN	msigdb:M10412	ZHAN_MULTIPLE_MYELOMA_PR_DN	rdfs:label	pubmed:16728703	msigdb
MORF_ESPL1	msigdb:M10414	MORF_ESPL1	rdfs:label		msigdb
GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION	msigdb:M10415	GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION	rdfs:label		msigdb
WWTAAGGC_UNKNOWN	msigdb:M10416	WWTAAGGC_UNKNOWN	rdfs:label	pubmed:15735639	msigdb
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	msigdb:M10417	GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	rdfs:label		msigdb
chr4q32	msigdb:M1042	chr4q32	rdfs:label		msigdb
MODULE_274	msigdb:M10420	MODULE_274	rdfs:label		msigdb
GOBP_GLAND_MORPHOGENESIS	msigdb:M10421	GOBP_GLAND_MORPHOGENESIS	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	msigdb:M10422	GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	rdfs:label		msigdb
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	msigdb:M10423	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	rdfs:label		msigdb
GOBP_B_CELL_HOMEOSTASIS	msigdb:M10425	GOBP_B_CELL_HOMEOSTASIS	rdfs:label		msigdb
